Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,14.395000,14.930000,14.380000,14.875000,14.478861,13956681
2018-05-23,14.835000,15.125000,14.730000,14.945000,14.546997,9126550
2018-05-24,14.930000,15.060000,14.840000,14.990000,14.590798,6803558
2018-05-25,15.015000,15.055000,14.880000,14.935000,14.537264,6260091
2018-05-28,15.000000,15.010000,14.855000,14.875000,14.478861,3181631
2018-05-29,14.815000,14.830000,14.580000,14.725000,14.332856,9806328
2018-05-30,14.755000,14.825000,14.570000,14.755000,14.362057,6296683
2018-05-31,14.870000,14.870000,14.610000,14.725000,14.332856,10117021
2018-06-01,14.840000,14.885000,14.710000,14.790000,14.396125,6352922
2018-06-04,14.890000,15.120000,14.855000,15.020000,14.620000,8606643
2018-06-05,14.555000,14.715000,14.530000,14.620000,14.620000,6055053
2018-06-06,14.705000,14.720000,14.550000,14.655000,14.655000,5308052
2018-06-07,14.750000,14.785000,14.640000,14.670000,14.670000,4654961
2018-06-08,14.690000,14.720000,14.550000,14.675000,14.675000,5547803
2018-06-11,14.735000,14.845000,14.675000,14.805000,14.805000,7219452
2018-06-12,14.850000,14.860000,14.715000,14.715000,14.715000,6683258
2018-06-13,14.755000,14.780000,14.490000,14.525000,14.525000,9539392
2018-06-14,14.480000,14.725000,14.420000,14.640000,14.640000,7271193
2018-06-15,14.640000,14.770000,14.595000,14.635000,14.635000,12296543
2018-06-18,14.570000,14.650000,14.405000,14.495000,14.495000,6719436
2018-06-19,14.410000,14.475000,14.270000,14.450000,14.450000,5281799
2018-06-20,14.515000,14.535000,14.360000,14.360000,14.360000,6131499
2018-06-21,14.395000,14.435000,14.230000,14.255000,14.255000,4989699
2018-06-22,14.315000,14.505000,14.285000,14.495000,14.495000,5101388
2018-06-25,14.440000,14.520000,14.400000,14.425000,14.425000,3957754
2018-06-26,14.485000,14.500000,14.325000,14.325000,14.325000,4303163
2018-06-27,14.260000,14.535000,14.155000,14.455000,14.455000,5908413
2018-06-28,14.400000,14.475000,14.255000,14.310000,14.310000,5945906
2018-06-29,14.435000,14.505000,14.345000,14.345000,14.345000,5516177
2018-07-02,14.200000,14.325000,14.125000,14.245000,14.245000,5561383
2018-07-03,14.250000,14.490000,14.225000,14.410000,14.410000,5731838
2018-07-04,14.405000,14.815000,14.400000,14.730000,14.730000,6954742
2018-07-05,14.730000,14.865000,14.690000,14.820000,14.820000,5137246
2018-07-06,14.855000,14.920000,14.825000,14.860000,14.860000,4635773
2018-07-09,14.940000,14.940000,14.815000,14.895000,14.895000,3869664
2018-07-10,14.855000,14.870000,14.725000,14.765000,14.765000,6565347
2018-07-11,14.685000,14.830000,14.685000,14.725000,14.725000,5266902
2018-07-12,14.740000,14.760000,14.665000,14.715000,14.715000,4965519
2018-07-13,14.750000,14.790000,14.580000,14.600000,14.600000,4794712
2018-07-16,14.615000,14.650000,14.470000,14.570000,14.570000,3622596
2018-07-17,14.445000,14.475000,14.115000,14.200000,14.200000,9744421
2018-07-18,14.285000,14.285000,14.130000,14.160000,14.160000,5959778
2018-07-19,14.130000,14.205000,13.995000,14.055000,14.055000,8422408
2018-07-20,14.080000,14.130000,13.930000,14.095000,14.095000,7575996
2018-07-23,14.075000,14.185000,14.035000,14.115000,14.115000,4127849
2018-07-24,14.205000,14.210000,14.050000,14.050000,14.050000,5530153
2018-07-25,14.040000,14.125000,13.915000,13.980000,13.980000,6682069
2018-07-26,14.170000,14.330000,14.105000,14.300000,14.300000,10044558
2018-07-27,14.350000,14.675000,14.325000,14.630000,14.630000,9452428
2018-07-30,14.585000,14.645000,14.495000,14.600000,14.600000,4349734
2018-07-31,14.625000,14.685000,14.580000,14.615000,14.615000,6559929
2018-08-01,14.595000,14.635000,14.500000,14.585000,14.585000,4627078
2018-08-02,14.570000,14.580000,14.465000,14.485000,14.485000,6227105
2018-08-03,14.545000,14.655000,14.445000,14.615000,14.615000,4367922
2018-08-06,14.615000,14.675000,14.530000,14.585000,14.585000,3117855
2018-08-07,14.605000,14.710000,14.590000,14.685000,14.685000,3360953
2018-08-08,14.685000,14.700000,14.425000,14.485000,14.485000,5286996
2018-08-09,14.455000,14.475000,14.310000,14.475000,14.475000,4082055
2018-08-10,14.380000,14.390000,14.165000,14.230000,14.230000,6280769
2018-08-13,14.205000,14.290000,14.165000,14.240000,14.240000,3798476
2018-08-14,14.310000,14.360000,14.210000,14.235000,14.235000,3611380
2018-08-15,14.235000,14.270000,14.085000,14.135000,14.135000,5389789
2018-08-16,14.140000,14.220000,14.085000,14.215000,14.215000,3565616
2018-08-17,14.255000,14.275000,14.065000,14.145000,14.145000,3990800
2018-08-20,14.185000,14.245000,14.135000,14.190000,14.190000,2619328
2018-08-21,14.180000,14.290000,14.145000,14.245000,14.245000,2881260
2018-08-22,14.250000,14.440000,14.240000,14.360000,14.360000,5979681
2018-08-23,14.395000,14.440000,14.305000,14.325000,14.325000,2539191
2018-08-24,14.340000,14.405000,14.300000,14.315000,14.315000,2376515
2018-08-27,14.380000,14.415000,14.310000,14.375000,14.375000,2282073
2018-08-28,14.375000,14.385000,14.225000,14.290000,14.290000,3819415
2018-08-29,14.295000,14.350000,14.220000,14.280000,14.280000,2648848
2018-08-30,14.280000,14.300000,14.015000,14.060000,14.060000,7044774
2018-08-31,14.050000,14.055000,13.950000,13.990000,13.990000,1994655
2018-09-03,13.950000,14.000000,13.815000,13.950000,13.950000,4101409
2018-09-04,13.980000,13.980000,13.760000,13.840000,13.840000,6369669
2018-09-05,13.750000,13.800000,13.610000,13.640000,13.640000,7395862
2018-09-06,13.600000,13.615000,13.470000,13.500000,13.500000,8042563
2018-09-07,13.540000,13.685000,13.525000,13.625000,13.625000,5101570
2018-09-10,13.595000,13.805000,13.545000,13.680000,13.680000,4808189
2018-09-11,13.680000,13.720000,13.555000,13.690000,13.690000,3946388
2018-09-12,13.680000,13.710000,13.590000,13.690000,13.690000,4527086
2018-09-13,13.675000,13.715000,13.595000,13.605000,13.605000,5866573
2018-09-14,13.675000,13.725000,13.580000,13.640000,13.640000,4139093
2018-09-17,13.610000,13.740000,13.540000,13.570000,13.570000,5098027
2018-09-18,13.565000,13.720000,13.500000,13.670000,13.670000,6375949
2018-09-19,13.650000,13.705000,13.550000,13.585000,13.585000,5102714
2018-09-20,13.590000,13.695000,13.535000,13.635000,13.635000,8455054
2018-09-21,13.630000,13.795000,13.605000,13.765000,13.765000,14894719
2018-09-24,13.710000,13.765000,13.680000,13.700000,13.700000,4119795
2018-09-25,13.655000,13.780000,13.655000,13.685000,13.685000,4788579
2018-09-26,13.680000,13.770000,13.605000,13.760000,13.760000,5279670
2018-09-27,13.715000,13.955000,13.685000,13.875000,13.875000,5962146
2018-09-28,13.805000,13.865000,13.695000,13.735000,13.735000,6390212
2018-10-01,13.740000,13.775000,13.590000,13.620000,13.620000,5210064
2018-10-02,13.610000,13.680000,13.505000,13.610000,13.610000,5790937
2018-10-03,13.670000,13.810000,13.625000,13.750000,13.750000,4601946
2018-10-04,13.715000,13.785000,13.650000,13.730000,13.730000,4302996
2018-10-05,13.700000,13.775000,13.625000,13.655000,13.655000,4926264
2018-10-08,13.600000,13.680000,13.515000,13.605000,13.605000,4414455
2018-10-09,13.600000,13.630000,13.500000,13.595000,13.595000,5335021
2018-10-10,13.560000,13.925000,13.530000,13.845000,13.845000,8824126
2018-10-11,13.730000,13.905000,13.700000,13.700000,13.700000,9467792
2018-10-12,13.795000,13.800000,13.400000,13.465000,13.465000,9033963
2018-10-15,13.440000,13.670000,13.410000,13.635000,13.635000,6075595
2018-10-16,13.660000,13.760000,13.620000,13.700000,13.700000,8114065
2018-10-17,13.800000,13.920000,13.735000,13.795000,13.795000,7198021
2018-10-18,13.815000,14.085000,13.815000,13.950000,13.950000,7554402
2018-10-19,13.985000,14.180000,13.865000,14.050000,14.050000,9007510
2018-10-22,14.135000,14.135000,13.865000,13.885000,13.885000,5574238
2018-10-23,13.715000,13.915000,13.690000,13.705000,13.705000,9017854
